TEXT,Label
plenty of rumours flying round twitter internet on the causes of the fire at the moria refugee internment camp the reality is that no one is sure yet but greek mainstream media in particular has no qualms about presenting gossip and rumour as fact,0
  plato would have fucking hated jordan peterson,0
 she lucky all she got was a bad haircut some moslem fathers would rape their daughters first then kill them to restore honour to their family,1
 why do not you talk about channon christian and christopher newsome white kids carjacked raped tortured then murdered by  blacks in tenntheir case did not even make national news had they been black and their killers white there would have been outrage,0
sad how we teach girls how to not get raped do not walk at night carry pepper spray do not trust strangers instead of teaching boys how not to rape respect women and understand concent gender forum,0
i have been put on twitter naughty step for  days for my post on ramadan ramwithvan comments on violence committed during this period yet this weapons grade cunt gets a reduced sentence for the very issues that i have mentioned 😡,1
 thank god no more of that chinaman and protea favourite tabraiz shamsi,1
only fools think any kike is on the side of whites that foes triple for jewfags,1
time to change that its time to go out and show your white pride,0
  you do not support the queer community and u are a homophobe unless you listen to it let that sink in,0
also the bell curve for iq not only has many more men at the high iq tails but also at the low iq tails so there are retarded men out there voting,1
look like jew york has been enriched by a bit of vibrant moslem diversity tonight enjoy,1
eu will not stop it western govs will not stop it there is but one course for europe now revolution war nothing else will stop mass invasion of moslem barbarians moslems are the problem,1
ion expect a blunt a deal money help nothing from a nigga just show me the same love i showed and expect shit from me like you a bitch,0
my cousin does have me all about why tf we in the ghetto,0
this shit is ghetto,1
 if you voted labour you would ’ ve voted for the uks kids to be raped and county lined by islam tho,1
white girl refrigerator i hate you,0
so much for all this equal opportunities bollocks i still have not seen a white guy working in an indian restaurant,0
a negro honey trap,1
all news stations should respond to the moslem bombings with hold on we re picking up the pieces here,0
 even after it happened they still denied them visas deviated runner boats to refugee camps outside palestine they may not have known but they did absolutely nothing to help the jews before during after,0
another ghetto fucking nigger ape murdering a white woman and not one mentioned in the fake news media about it white people need to bring back lynching parties again corrupt government law enforcement has neutered white men from justice from these sub human monkeys,1
it amazing to see people blame us queers for this the left take on oppressed groups as swords shields to use while the left push leftism anyone from those oppressed groups who speaks out against the left is then cast by the left as a fascist racist e g pim fortuyn milo etc,0
